job_title,salary_estimate,job_description,rating,company_name,location,job_age,size,founded,type_of_ownership,industry,sector,revenue,competitors,date_scrapped,salary_description,hourly,annually,salary,currency,min_salary,max_salary,avg_salary,older_than_30_days,job_fam,company_age,python_yn,r_yn,spark_yn,aws_yn,pytorch_yn,tf_yn,ml_yn,pbi_tableau_yn,stats_yn,sql_yn,experience_level,job_simp,country
Analyst Programmer : WMS,QAR 14K - QAR 17K (Employer est.),"Nair Systems is currently looking for Analyst-Programmer – WMS for our Qatar operations with the following terms & conditions. Education: Degree in Information Technology domain Skills & Experience: Development experience in Java and JavaScript Development experience on Node Centre & Node Red Knowledge of using BIRT Reporting tool Experience of wealth management applications highly desirable Deep web experience in various technologies: modern web frameworks, REST, XML, CSS, HTML and Database such as Microsoft SQL, Oracle. Must have experience in Azure DevOps, TFS source code repository Experience in FIX format integration is an added advantage Good to have experience in Linux OS Experience in System Analysis & Design of Applications Perform debugging and testing of all related code and assist with troubleshooting both development and production issues Good understanding of relational database concepts, data-driven systems and system integration methodologies. Knowledge in software development lifecycle methodology Strong collaboration and investigative skills and the ability to cross reference information for accuracy Strong verbal and written skills, especially around code and technical design documentation Must have experience in application deployment and release activities Ability to work in a team environment, independently, take direction, and follow instructions. Ability to work under pressure, multitask and adapt quickly to changing priorities Background on Wealth Management Products/Systems is a great value add. Job Type: Full-time Salary: QAR14,000.00 - QAR17,000.00 per month Ability to commute/relocate: Doha: Reliably commute or planning to relocate before starting work (Required)",-1,NAIR SYSTEMS,Doha,28d,-1,-1,-1,-1,-1,-1,-1,2023-02-22,-1,0,0,QAR 14K - QAR 17K ,qar,14140.0,17170.0,15655.0,0,da,-1,0,0,0,0,0,0,0,0,0,1,other,analyst,QA
Due Diligence & Transactions Analyst - Qatar,QAR 25K - QAR 38K (Employer est.),"Due Diligence & Transactions Analyst -
Qatar Due Diligence & Transactions Analyst -  Qatar Qatari Holding Group
Location: Doha, Qatar
Exceptional Expatriate Salary Package + Benefits Qatari Holding Group Location: Doha, Qatar Exceptional Expatriate Salary Package + Benefits Reference #980 Our client is a leading Qatari Holding Group with diversified global business interests within the Hospitality, Real Estate, Industrial, Investment Management and Financial Services sectors. Our client now seeks to recruit a Due Diligence & Transactions Analyst for their Investment Management team to deliver high quality financial analysis and advice to the management and business development teams. Reporting to the Investment Manager, this role is responsible for the following: Conduct valuation of potential investments through various models and manage the due diligence process of each potential investment.
Develop strong knowledge of the firm’s business holdings, operating environment, market and industry trends and challenges.
Identification of business drivers and development of financial models to analyse sales, cashflow projections and business cycles.
Translation of accounting data into meaningful management reports.
Preparation and monitoring of performance models and reports monthly.
Periodic analysis of budget variances and report to management.
Development of financial strategic planning, periodic reports, budgets and recommend forecast plans.
Preparation of cost, procedure and trend analyses and recommend actions to management.
Support the business development team in the delivery of timely and accurate market research.
Research and explore investment opportunities and prepare studies and presentation to management.
Comply with internal rules, regulations and procedures. Conduct valuation of potential investments through various models and manage the due diligence process of each potential investment. Develop strong knowledge of the firm’s business holdings, operating environment, market and industry trends and challenges. Identification of business drivers and development of financial models to analyse sales, cashflow projections and business cycles. Translation of accounting data into meaningful management reports. Preparation and monitoring of performance models and reports monthly. Periodic analysis of budget variances and report to management. Development of financial strategic planning, periodic reports, budgets and recommend forecast plans. Preparation of cost, procedure and trend analyses and recommend actions to management. Support the business development team in the delivery of timely and accurate market research. Research and explore investment opportunities and prepare studies and presentation to management. Comply with internal rules, regulations and procedures. The attributes we seek for this role comprise: Bachelor of Science / Bachelor of Arts in Business, Finance, Economics, Mathematics, Statistics and/or Accounting. A Masters is highly desirable.
5+ years of relevant experience in investment banking, M&A, Transactions, Private Equity Funds or Investment related fields. Real Estate and Hospitality experience is a plus.
The proactive communicator we seek will be detail oriented , be highly organized and have a cooperative approach to their role.
Proficiency in Excel, Visio and Power Point is required.
Candidates must be proficient in English with Arabic proficiency being highly regarded.
Experience in working across the UK and European markets would be highly regarded. Bachelor of Science / Bachelor of Arts in Business, Finance, Economics, Mathematics, Statistics and/or Accounting. A Masters is highly desirable. 5+ years of relevant experience in investment banking, M&A, Transactions, Private Equity Funds or Investment related fields. Real Estate and Hospitality experience is a plus. The proactive communicator we seek will be detail oriented , be highly organized and have a cooperative approach to their role. Proficiency in Excel, Visio and Power Point is required. Candidates must be proficient in English with Arabic proficiency being highly regarded. Experience in working across the UK and European markets would be highly regarded. An excellent tax-free salary, with stable employment, will be offered to attract suitable candidates to this role. To apply, forward your resume in word format quoting reference #980
. Job Type: Full-time Salary: QAR25,000.00 - QAR38,000.00 per month",-1,1Recruit International Pty Ltd,Doha,30d+,-1,-1,-1,-1,-1,-1,-1,2023-02-22,-1,0,0,QAR 25K - QAR 38K ,qar,25250.0,38380.0,31815.0,1,da,-1,0,0,0,0,0,0,0,0,1,0,other,analyst,QA
Business Analyst,QAR 5K - QAR 10K (Employer est.),"Job Position: BUSINESS ANALYST BUSINESS ANALYST Job Location : Qatar Experience : 2- 6 Years Preferred Nationality: Jordan Bilingual: English and Arabic- Writing & Speaking (Mandatory) Job Description: Evaluating business processes and make recommendations for improvement based on industry trends, ISO 20000 and professional business knowledge.
Improve training and operational procedures within business to increase efficiency and productivity.
Work directly with clients to understand the individual needs of the business.
Create and present reports to executive team members and shareholders to support recommendations.
User variety of data analysis and organization tools to discover the most impactful insights.
Develop training materials for new users and conduct demos Evaluating business processes and make recommendations for improvement based on industry trends, ISO 20000 and professional business knowledge. Improve training and operational procedures within business to increase efficiency and productivity. Work directly with clients to understand the individual needs of the business. Create and present reports to executive team members and shareholders to support recommendations. User variety of data analysis and organization tools to discover the most impactful insights. Develop training materials for new users and conduct demos Required Qualification & Experience Should have experience as Business Analyst in ISO 20000 projects with a semi government and a government organizations.
Bachelor’s degree in IT
Relevant Certification from authorized training body Should have experience as Business Analyst in ISO 20000 projects with a semi government and a government organizations. Bachelor’s degree in IT Relevant Certification from authorized training body Job Type: Full-time Salary: QAR5,000.00 - QAR10,000.00 per month Ability to commute/relocate: Doha: Reliably commute or planning to relocate before starting work (Required) Application Question(s): How many years of experience do you have in ISO 20000 projects? Language: Arabic (Required)",-1,Ernest Talent,Doha,9d,-1,-1,-1,-1,-1,-1,-1,2023-02-22,-1,0,0,QAR 5K - QAR 10K ,qar,5050.0,10100.0,7575.0,0,da,-1,0,0,0,0,0,0,0,0,0,0,other,analyst,QA
Board Certified Behavior Analyst (BCBA),QAR 12K - QAR 21K (Employer est.),"Are you Looking for a unique opportunity to make a difference in the lives of children? Join our family today and start making a difference! Our team of passionate professionals are dedicated in providing evidence-based therapy services to children with developmental disabilities in a compassionate, caring and supportive environment. Join our family today and start making a difference! We take our commitment to families seriously, and we’re proud of our talented team and the work we do. At Health Innovations of America, you’ll be part of a growing family and you can expect to gain valuable experience working in the high demand field of behavioral health with opportunities to collaborate with other professionals in the field and under supervision from Mental Health Professional. You will be helping to improve the quality of life for children and their families across all settings including in-center, school and community settings. Summary: The Board Certified Behavior Analyst®(BCBA®) at Health Innovations of America is a graduate-level certification in behavior analysis. Professionals certified at the BCBA level are independent practitioners who provide behavior-analytic services. BCBA Supervisor at Health Innovations of America may supervise the work of Board Certified Assistant Behavior Analysts® (BCaBAs®), Registered Behavior Technicians® (RBTs®), and other professionals who implement behavior-analytic interventions. Board Certified Behavior Analyst®(BCBA®) Job responsibilities/tasks Provides individual, group and family intervention in the home, community, center, clinic and school environments as indicated on client individual treatment plans.
Create and implement treatment plans for clients with behavioral, emotional, and developmental concerns with an emphasis on Autism Spectrum Disorders or related disorders utilizing principles of applied behavior analysis.
Curriculum assessment, data collection, data analysis, task analysis, functional analysis, and goal writing.
Conducts initial Functional Behavior Assessments included in each Individual Treatment Plan and provides frequent data analysis to modify each assessment in order to develop the most effective and up to date behavior intervention.
Design and oversee applied behavior analysis (ABA) treatment programs for clients with autism spectrum disorder and other special needs
Train behavioral intervention providers, parents, and other professionals to implement ABA as indicated on individual treatment plans.
Conduct face-to-face supervision for clients assigned to your caseload.
Conduct internal and external client team meetings to update the client’s treatment plan and to support behavior instructors and parents on the team every 3-6 months as needed.
Conduct a minimum of 20 indirect and direct billable weekly therapy hours.
Assess the client’s treatment needs and write detailed goals and objectives for each client’s treatment plan so that progress may be tracked and measured.
Attend IEP, IFSP, and transition meetings to present the client’s present level of performance, progress on current goals, and proposed goals.
Consult with parents and school personnel in person, on the phone, or through telemedicine.
Conduct annual performance evaluations and career counseling for behavior instructors.
Conduct face-to-face supervision for RBT’s assigned to your caseload.
Recruit, interview, train, and manage level I, II and III EIDBI providers.
Implements effective, timely and continuous communication with QSP and Leadership Team.
Perform other job duties as assigned by QSP, Director of Operations or Clinical Director. Provides individual, group and family intervention in the home, community, center, clinic and school environments as indicated on client individual treatment plans. Create and implement treatment plans for clients with behavioral, emotional, and developmental concerns with an emphasis on Autism Spectrum Disorders or related disorders utilizing principles of applied behavior analysis. Curriculum assessment, data collection, data analysis, task analysis, functional analysis, and goal writing. Conducts initial Functional Behavior Assessments included in each Individual Treatment Plan and provides frequent data analysis to modify each assessment in order to develop the most effective and up to date behavior intervention. Design and oversee applied behavior analysis (ABA) treatment programs for clients with autism spectrum disorder and other special needs Train behavioral intervention providers, parents, and other professionals to implement ABA as indicated on individual treatment plans. Conduct face-to-face supervision for clients assigned to your caseload. Conduct internal and external client team meetings to update the client’s treatment plan and to support behavior instructors and parents on the team every 3-6 months as needed. Conduct a minimum of 20 indirect and direct billable weekly therapy hours. Assess the client’s treatment needs and write detailed goals and objectives for each client’s treatment plan so that progress may be tracked and measured. Attend IEP, IFSP, and transition meetings to present the client’s present level of performance, progress on current goals, and proposed goals. Consult with parents and school personnel in person, on the phone, or through telemedicine. Conduct annual performance evaluations and career counseling for behavior instructors. Conduct face-to-face supervision for RBT’s assigned to your caseload. Recruit, interview, train, and manage level I, II and III EIDBI providers. Implements effective, timely and continuous communication with QSP and Leadership Team. Perform other job duties as assigned by QSP, Director of Operations or Clinical Director. Required Qualifications: BCBA certification
Completed BACB 8-hour Supervisor Training course
Complete all necessary CEU’s required by the BACB to maintain Board Certification.
Master’s degree in education, psychology, counseling, behavior analysis, behavior science, human development, social work, or rehabilitation
5+ years’ experience working as a behavior therapist implementing ABA interventions with children with autism
At least 4 year experience working as a behavior supervisor designing ABA programs for children with autism, as well as training parents and instructors how to implement these interventions.
Knowledge and experience with DTT, NATS/NET, VB
Experience conducting assessments: VB-MAPP, Vineland, ABLLS, Brigance, FBA BCBA certification Completed BACB 8-hour Supervisor Training course Complete all necessary CEU’s required by the BACB to maintain Board Certification. Master’s degree in education, psychology, counseling, behavior analysis, behavior science, human development, social work, or rehabilitation 5+ years’ experience working as a behavior therapist implementing ABA interventions with children with autism At least 4 year experience working as a behavior supervisor designing ABA programs for children with autism, as well as training parents and instructors how to implement these interventions. Knowledge and experience with DTT, NATS/NET, VB Experience conducting assessments: VB-MAPP, Vineland, ABLLS, Brigance, FBA Preferred Qualifications: Bilingual
3+ years’ experience working as a RBT Supervisor
2+ years’ experience working as a EIDBI Level 1 Provider working with ABA children diagnosed autism and related conditions ages 2-21 years.
5+ years’ experience working with children diagnosed autism and related conditions ages 10-18 years.
Excellent organization and time management skills
Process driven and result-oriented, able to work independently while embracing collaboration
Creative problem solver with the ability to anticipate needs and actively participate in a continuous improvement culture
Excellent follow-up and follow-through capabilities Bilingual 3+ years’ experience working as a RBT Supervisor 2+ years’ experience working as a EIDBI Level 1 Provider working with ABA children diagnosed autism and related conditions ages 2-21 years. 5+ years’ experience working with children diagnosed autism and related conditions ages 10-18 years. Excellent organization and time management skills Process driven and result-oriented, able to work independently while embracing collaboration Creative problem solver with the ability to anticipate needs and actively participate in a continuous improvement culture Excellent follow-up and follow-through capabilities PERKS: Competitive Pay
Health Benefit (Health, Dental and Vision)
Opportunities for Career Advancement and Professional Development
Paid Training
Mentorship from lead clinicians
Continuing Education Units to maintain BCBA credential Competitive Pay Health Benefit (Health, Dental and Vision) Opportunities for Career Advancement and Professional Development Paid Training Mentorship from lead clinicians Continuing Education Units to maintain BCBA credential Award-Winning – A Great Place to Work! “The Best Place To Be Your Best” That’s our challenge to people who take pride in making a difference and want ongoing opportunities to do it better. Job Type: Full-time Salary: QAR12,000.00 - QAR21,000.00 per month Ability to commute/relocate: Doha: Reliably commute or planning to relocate before starting work (Preferred)",-1,HIA Healthcare,Doha,26d,-1,-1,-1,-1,-1,-1,-1,2023-02-22,-1,0,0,QAR 12K - QAR 21K ,qar,12120.0,21210.0,16665.0,0,da,-1,0,0,0,0,0,0,0,0,0,0,other,analyst,QA
Engineer - SOC Analysis (L2),QAR 9K - QAR 12K (Employer est.),"Job Description: a cybersecurity services provider with a focus on high-profile, high-threat private and public-sector customers who demand experience and proven security models to protect their data. we are seeking a SOC L2 Analyst Engineer who has experience in SOC Operations, Log Analysis, Incident Response and Triage. a motivated, career and customer-oriented SOC Analyst to join our team in Qatar to provide unparalleled support to our customers and to begin an exciting and rewarding career. The SOC Analyst will work on multiple Solutions including SIEM, SOAR, Log management, EDR and vulnerability management solutions and possibly other Security components to investigate and respond to security-related incidents and alerts. Responsibilities: Candidate should have experience in three or more of the following area Incident Handling: experience conducting or managing incident response for organizations, investigating targeted threats such as Advanced Persistent Threats, Organized Crime, and Hacktivists.
Computer Forensic Analysis: a background using a variety of forensic analysis tools in incident response investigations to determine the extent and scope of compromise.
Malware Analysis: ability to perform static and dynamic malware analysis to understand the nature of malware
Systems Administration: an understanding of system internals is required to understand how to implement and execute countermeasures and remediation.
Network Forensic Analysis: knowledge of network protocols, network analysis tools, and ability to perform analysis of associated network logs.
Network Operations and Architecture/Engineering: strong understanding of secure network architecture and a strong background in performing network operations.
Incident Remediation: strong understanding of targeted attacks and ability to create customized tactical and strategic remediation plans for compromised organizations.
Programming/Scripting (preferred but not mandatory): can understand coding in C, C#, VB, Python, Perl, Ruby on Rails, and .NET
Threat hunting: experience working as Threat Hunter with proactively detecting and seeking out threats within the environment. Analyze all the logs but identify anomalous activity across a vast threat surface of millions of events. monitors activity patterns to detect, identify and isolate the threat.
Linux Operating System: experience working on Linux Operating System Environment with experience on commands. Incident Handling: experience conducting or managing incident response for organizations, investigating targeted threats such as Advanced Persistent Threats, Organized Crime, and Hacktivists. Incident Handling: Computer Forensic Analysis: a background using a variety of forensic analysis tools in incident response investigations to determine the extent and scope of compromise. Computer Forensic Analysis: Malware Analysis: ability to perform static and dynamic malware analysis to understand the nature of malware Malware Analysis: Systems Administration: an understanding of system internals is required to understand how to implement and execute countermeasures and remediation. Systems Administration: Network Forensic Analysis: knowledge of network protocols, network analysis tools, and ability to perform analysis of associated network logs. Network Forensic Analysis: Network Operations and Architecture/Engineering: strong understanding of secure network architecture and a strong background in performing network operations. Incident Remediation: strong understanding of targeted attacks and ability to create customized tactical and strategic remediation plans for compromised organizations. Incident Remediation: Programming/Scripting (preferred but not mandatory): can understand coding in C, C#, VB, Python, Perl, Ruby on Rails, and .NET Threat hunting: experience working as Threat Hunter with proactively detecting and seeking out threats within the environment. Analyze all the logs but identify anomalous activity across a vast threat surface of millions of events. monitors activity patterns to detect, identify and isolate the threat. Threat hunting: Linux Operating System: experience working on Linux Operating System Environment with experience on commands. Linux Operating System: Additionally, all candidates must possess the following: Capable of completing technical tasks without supervision. • Contributing thought leader within the incident response.
Ability to foster a positive work environment and attitude. Capable of completing technical tasks without supervision. • Contributing thought leader within the incident response. Ability to foster a positive work environment and attitude. Experience and Qualifications: Must be 4+ years of hands-on experience in the Information Security domain.
2+ years of hands-on experience in any, Industry Leading, EDR solution
Willing to work onsite
Willing to work a 24/7/365 schedule including days on the weekend. Must be 4+ years of hands-on experience in the Information Security domain. 2+ years of hands-on experience in any, Industry Leading, EDR solution Willing to work onsite Willing to work a 24/7/365 schedule including days on the weekend. Must have a minimum of two Certifications: (Any two) SANS GCTI
CTIA
SAN FOR 508 (preferred trained)
SANS SEC504 • eCTHPv2 (mandatory)
ECIH Having EDR Product (Carbon Black Response, RSA ECat, Symantec EDR) Certifications will be an added advantage. SANS GCTI CTIA SAN FOR 508 (preferred trained) SANS SEC504 • eCTHPv2 (mandatory) ECIH Having EDR Product (Carbon Black Response, RSA ECat, Symantec EDR) Certifications will be an added advantage. Job Type: Full-time Salary: QAR9,000.00 - QAR12,000.00 per month Ability to commute/relocate: Doha: Reliably commute or planning to relocate before starting work (Required)",-1,Tradify Services,Doha,30d+,-1,-1,-1,-1,-1,-1,-1,2023-02-22,-1,0,0,QAR 9K - QAR 12K ,qar,9090.0,12120.0,10605.0,1,da,-1,1,0,0,0,0,0,0,0,0,0,other,other,QA
Digital Growth Strategist,QAR 72K (Employer est.),"Digital Growth Strategist Doha, Qatar Full time Wanted: A DigitalGrowth Strategist who delivers WOW experience for clients. Wanted: Dear Addikted Marketing Wizard, If you’ve been searching through countless lifeless job listings on Indeed… Feeling a bit dizzy after reading the ""We're looking for a highly experienced Marketing Strategist... blah blah blah"" job ads.. And If you've been looking for THAT opportunity to upgrade your skill set and align yourself with the fastest growing digital agency in Qatar…(soon to be the planet ). Then this will be the most important job listing you ever read. Here’s why... Firstly... put down what you are doing and read these lines carefully... Perhaps this is the opportunity you have been seeking to make a difference in your life. We are a full-service digital marketing agency that is interrupting the market and growing FAST. Now we're on a crusade to conquer the world muahahahahaha! Not in an evil way. Just jokes. Hell, who are we kidding...your newsfeed is full of our ads already. Maybe you’ve even taken a sneaky peak at our careers page. *wink* Our business consists of…the Wildest, Most Passionate Bunch Of Lunatic addikted Marketers You’ve Ever Worked With a mission to help business owners scale their ROI profitably Leaves their competitors in the dust without spending a fortune... With our easy-to-use, reliable, and profitable ""Selling Machine"" Not ""hope and prayer"" marketing strategies of the Dark Ages. But enough about us, what about you... You will be working directly with a portfolio of clients managing the communication and identifying improvements of their SEO and pay-per-click campaigns (Google AsWords, Meta Ads, YouTube Ads, TikTok Ads & Snap Ads), social media and markeing funnels. Our team of speacialists will build and manage the clients campaigns, allowing you to focus on diving deeper into each account to strategise how can achieve even more ROI for the client. With our team of specialists at your disposal, we're looking for an analytical mind that is results driven and dedicated to seeing their clients dominate their market. What you'll do: Act as the main point of contact for the portfolio of online marketing clients, building a positive relationship as the representative for the company.** Conduct strategy audits to identify further opportunities for your clients to scale their brand.** Prepare monthly reports (with our super cool software we use) and make recommendations for ongoing improvements with the rest of the team.**
Analyze analytics to identify areas of opportunity and utilise conversion rate optimization tactics to squeeze as much ROI as humanly possible out of each RIAL spent.**
Educate clients on our SEO and PPC (Google AsWords, Meta Ads, YouTube Ads, TikTok Ads & Snap Ads) strategy and tactics.**
Providing and exceptional ""WOW"" customer experience with the ability to turn a negative into a positive (the WOW experience is one of our core values called ""PAWRTY"")** Prepare monthly reports (with our super cool software we use) and make recommendations for ongoing improvements with the rest of the team.** Analyze analytics to identify areas of opportunity and utilise conversion rate optimization tactics to squeeze as much ROI as humanly possible out of each RIAL spent.** Educate clients on our SEO and PPC (Google AsWords, Meta Ads, YouTube Ads, TikTok Ads & Snap Ads) strategy and tactics.** Providing and exceptional ""WOW"" customer experience with the ability to turn a negative into a positive (the WOW experience is one of our core values called ""PAWRTY"")** But Before You Get ALL Excited…I’ll Stop You ⛔️ There... Because this role won't be easy. We’re a fast-paced company that demands nothing less than the best. We have clients and customers in every niches you can think of... From dentists to restaurant, constructions to supermarket, Trainning academy to spas And we are truly an end-to-end agency. It's quite a workload. And, as such... I need a super sharp and passionate Digital Growth Strategist at the helm to run the show. Whether you call yourself an Account Manager, Client strategist, Marketing Nerd... You must share the belief that... There is almost no CLIENT problem You Can't Solve With Communication & Marketing Knowledge, A Great Strategy, and A Solid Team Around You. Look, our ideal candidate will have an "" I got this"" atittude...you will be solution-focused with a proven track record of positive testimonials and higher customer LTV. You will have to possess the ability to run throught walls to get to a solution. And won't be the type of person who throws their hands in the air and gives up at the first sight of a challenge. What will be your everyday work look like? Will it be boring? Well, let me just say this... Being ADDIKTED's Digital Growth Strategy will keep your workday diverse and far from BORING For example... One day you might be auditing a client's website and making a strategy to super-power their website conversion rate. And the next day you might be working with your fellow social media specialist to create a world-class TikTok content strategy. You’ll have a full library of resources, books, courses, seminars to take your skills to the next level. So...If you’ve been looking for your opportunity to get your foot in the door with a fast-growing company... Take ownership of a multitude of clients and prove you have what it takes to succeed… Then this job description has no doubt been a breath of fresh air... Here's What To Do Next... Please take the time to write a Cover Letter that tells us about YOU - Attached with your resume. Cover Letter that tells us about YOU - Attached with your resume. Not some wishy-washy cover letter like… “I’m 28-year-old Virgo from (Your lovely country) - who enjoys Blacklist on Neftlix, Almond Latte’s and Billions”... No. We want the details. The juice. The nitty-gritty. Specifically why you think you would be the perfect fit for this role. If you can’t take the time to do this. Please don’t waste our time or yours by applying. Best of luck. P.S. If this job description excited you even just a little bit. And you believe that you are indeed the Digital Growth Strategist I'm looking for. P.S. Then please write and send your cover letter ASAP as we're currently interviewing for this position and I'm sure it will get filled fast. Who knows. Maybe it will be a fit and maybe it won’t. And maybe, just maybe, this will turn out to be the best job you've ever had. Requirements What we're looking for: 1-2 years of agency experience in a similar role - not a must!
Well rounded knowledge and passion of digital marketing, including SEO, PPC, Conversion Rate Optimization and Growth Hacking.
A hunger for learning and enhancing your existing skills.
Confident in up-selling and retaining clients.
Highly organized and process-driven.
Exceptional customer service is KEY!
Google Analytics and Google AdWords certified is a PLUS
Fathom Analytics is a PLUS 1-2 years of agency experience in a similar role - not a must! Well rounded knowledge and passion of digital marketing, including SEO, PPC, Conversion Rate Optimization and Growth Hacking. A hunger for learning and enhancing your existing skills. Confident in up-selling and retaining clients. Highly organized and process-driven. Exceptional customer service is KEY! Google Analytics and Google AdWords certified is a PLUS Fathom Analytics is a PLUS Benefits The juicy part: Generous salary - we want the best talent and reward as such.
Extensive training and full support - we take training very seriously and will provide you with the industry's very best training, giving you the knowledge and confidence needed for greatness.
Amazing growth prospects and upward mobility in our fast-paced agency.
Jawdropping headquarters in AlSadd is close to cafes and public transport. Generous salary - we want the best talent and reward as such. Generous salary Extensive training and full support - we take training very seriously and will provide you with the industry's very best training, giving you the knowledge and confidence needed for greatness. Extensive training and full support Amazing growth prospects and upward mobility in our fast-paced agency. Amazing growth prospects Jawdropping headquarters in AlSadd is close to cafes and public transport. Jawdropping headquarters We move at a lightning pace! Only successful candidates will be contacted. If you haven't been invited via email to complete an interview kit within 5 business days after submitting your application, unfortunately you haven't been successful this time around! Job Type: Full-time Salary: Up to QAR72,000.00 per year Application Question(s): Why are you leaving your current role?
Why do you want to work for Addikted?
How many weeks notice are you required to give your current employer?
Reminder: Did you upload your cover letter? Why are you leaving your current role? Why do you want to work for Addikted? How many weeks notice are you required to give your current employer? Reminder: Did you upload your cover letter? Language: Arabic (Required) License/Certification: Qatari Driving License (Required) Application Deadline: 31/10/2022
Expected Start Date: 31/10/2022 ",-1,Addikted Marketing & Technology,Doha,30d+,-1,-1,-1,-1,-1,-1,-1,2023-02-22,-1,0,0,QAR 72K ,qar,72720.0,72720.0,72720.0,1,other,-1,0,0,0,0,0,0,0,0,0,0,other,other,QA
Senior BO/DS Consultant,QAR 29K (Employer est.),"Qualifications & Experience required: Bachelor's degree in Computer Information Systems, Computer Science Engineering or any other relevant degree.
Minimum 10-12 years of strong experience in a similar role.
Experience in a senior level consultant in SAP Business Objects Suite.
Experience in SAP Cloud Analytics.
Experience in SAP Data Services.
Work experience using S/4 HANA SAP BW4/HANA.
Must be able to write and understand SQL.
Experience in JS/Business Objects SDK/UI5 Bachelor's degree in Computer Information Systems, Computer Science Engineering or any other relevant degree. Minimum 10-12 years of strong experience in a similar role. Experience in a senior level consultant in SAP Business Objects Suite. Experience in SAP Cloud Analytics. Experience in SAP Data Services. Work experience using S/4 HANA SAP BW4/HANA. Must be able to write and understand SQL. Experience in JS/Business Objects SDK/UI5 Good to Have Skills: Exposure to native HANA modeling and security model build.
Machine learning.
Java Script.
Mobile development using UI5 and Fiori principles.
Any other dash boarding/reporting tools exposure. Exposure to native HANA modeling and security model build. Machine learning. Java Script. Mobile development using UI5 and Fiori principles. Any other dash boarding/reporting tools exposure. Job Types: Full-time, Contract
Contract length: 24 months  Salary: Up to QAR29,000.00 per month Education: Bachelor's (Preferred) Experience: SAP Business Objects Suite: 10 years (Required) Language: English (Required) Application Deadline: 28/02/2023",-1,SFAI Qatar,Doha,6d,-1,-1,-1,-1,-1,-1,-1,2023-02-22,-1,0,0,QAR 29K ,qar,29290.0,29290.0,29290.0,0,other,-1,0,0,0,0,0,0,1,0,0,1,senior,other,QA
Data Collection - Image,SAR 51.92 Per Hour(Employer est.),"Job Description - Images Collection Project
Middle East market
Wow AI is looking for native freelancers from the Middle East to work on our Images collection Project.
It is a remote and freelance job that you can work from anywhere you want.
Flexible working hours
Competitive rate.
About Wow AI
Wow AI is a trusted partner that provides high-quality data solutions for AI training on a large scale. About the Project *To collect 10 pictures of each user, including:",-1,WOW AI LLC,Mecca,30d+,-1,-1,-1,-1,-1,-1,-1,2023-02-22,-1,1,0,SAR 51.92 Per Hour,sar,8141.056,8141.056,8141.056,1,other,-1,0,0,0,0,0,0,0,0,0,0,other,other,SA
Data Analyst,AED 12K - AED 13K (Employer est.),"Monthly Salary AED12,000 - AED13,000
8hrs/ 5 days a week
Contract Period -10 months Extendable
Good communication Skills and very good data analytics
Job Location Dubai
Preferably own visa, can join immediately
Job Type: Contract
Contract length: 10 months
Salary: AED12,000.00 - AED13,000.00 per month",3.7,WeSource,Dubai,1 day ago,Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable,-1,2023-02-22,-1,0,0,AED 12K - AED 13K ,aed,12000.0,13000.0,12500.0,0,da,-1,0,0,0,0,0,0,0,0,0,0,other,analyst,Dubai
Financial Analyst for Business Set- Up,AED 8K - AED 13K (Employer est.),"Job responsibilities:
Collecting, interpreting, and reviewing financial information.
Predicting future financial trends.
Reporting to management and stakeholders, and providing advice how the company and future business decisions might be impacted.
Producing financial reports related to budgets, account payables, account receivables, expenses etc.
Developing long-term business plans based on these reports.
Reviewing, monitoring, and managing budgets.
Developing strategies that work to minimize financial risk.",-1,A&A Associates,Abu Dhabi,30d+,-1,-1,-1,-1,-1,-1,-1,2023-02-22,-1,0,0,AED 8K - AED 13K ,aed,8000.0,13000.0,10500.0,1,da,-1,0,0,0,0,0,0,0,0,0,0,other,analyst,Abu Dhabi
School Data Analyst,AED 4K - AED 6K (Employer est.),"Manage and maintain the smooth operation of the school information system (iSAMS) while providing data support for our schools. In this role, you will be responsible for collating, analyzing, and verifying data from multiple sources and develop excel reports for management to support learning. You will also be required to support staff on data related matters and maintain various school applications and resources.
Requirements:
1. Bachelor's or master’s degree in information management, data analytics, computer science, or a similar field.
2. 3+ years' school experience as a school data specialist/analyst.
3. Experience in School Management applications iSAMS, Managebac, Seesaw, Learning ladders, Toddle etc.",-1,Raffles International School,Dubai,30d+,-1,-1,-1,-1,-1,-1,-1,2023-02-22,-1,0,0,AED 4K - AED 6K ,aed,4000.0,6000.0,5000.0,1,da,-1,0,0,0,0,0,0,0,0,0,0,other,analyst,Dubai
Business Analyst,AED 8K (Employer est.),"Position Summary
The Business Analyst position will work closely with the local management team, thereby giving the candidate the opportunity to work with a wide range of different topics, make improvement recommendations and drive projects across the region ensuring that projects go from idea to execution and implementation.
Key Position Accountabilities
The Business Analyst is responsible and accountable for (but not limited to) the following:
· Collect & analyze data across various departments. Present findings (presentations, charts, graphs, tables) and pitch ideas & suggestions to the management",-1,Seven Seas Shipchandlers LLC,Dubai,30d+,-1,-1,-1,-1,-1,-1,-1,2023-02-22,-1,0,0,AED 8K ,aed,8000.0,8000.0,8000.0,1,da,-1,0,0,0,0,0,0,0,0,0,0,other,analyst,Dubai
